class	time_point	hc	class2	final_class
ENSG00000116670	downregulation	NA	NA	NA	downregulation
ENSG00000116679	variable	variable	cluster_3	bending	bending
ENSG00000116688	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000116698	variable	variable	cluster_1	downregulation	downregulation
ENSG00000116701	upregulation	NA	NA	NA	upregulation
ENSG00000116704	variable	variable	cluster_1	downregulation	downregulation
ENSG00000116717	variable	variable	cluster_1	downregulation	downregulation
ENSG00000116729	variable	variable	cluster_3	bending	bending
ENSG00000116731	variable	variable	cluster_3	bending	bending
ENSG00000116741	upregulation	NA	NA	NA	upregulation
ENSG00000116750	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000116752	variable	variable	cluster_1	downregulation	downregulation
ENSG00000116754	variable	variable	cluster_1	downregulation	downregulation
ENSG00000116774	peaking	H036	NA	NA	peaking
ENSG00000116786	variable	variable	cluster_3	bending	bending
ENSG00000116793	peaking	H009	NA	NA	peaking
ENSG00000116815	peaking	H006	NA	NA	peaking
ENSG00000116830	downregulation	NA	NA	NA	downregulation
ENSG00000116852	peaking	H006	NA	NA	peaking
ENSG00000116857	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000116871	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000116874	variable	variable	cluster_1	downregulation	downregulation
ENSG00000116898	variable	variable	cluster_1	downregulation	downregulation
ENSG00000116903	variable	variable	cluster_3	bending	bending
ENSG00000116918	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000116922	variable	variable	cluster_1	downregulation	downregulation
ENSG00000116954	upregulation	NA	NA	NA	upregulation
ENSG00000116977	upregulation	NA	NA	NA	upregulation
ENSG00000116984	variable	variable	cluster_1	downregulation	downregulation
ENSG00000116990	variable	variable	cluster_2	upregulation	upregulation
ENSG00000117010	variable	variable	cluster_1	downregulation	downregulation
ENSG00000117016	variable	variable	cluster_3	bending	bending
ENSG00000117020	variable	variable	cluster_3	bending	bending
ENSG00000117054	downregulation	NA	NA	NA	downregulation
ENSG00000117090	bending	H036	NA	NA	bending
ENSG00000117091	bending	H036	NA	NA	bending
ENSG00000117115	peaking	H048	NA	NA	peaking
ENSG00000117118	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000117122	downregulation	NA	NA	NA	downregulation
ENSG00000117133	variable	variable	cluster_1	downregulation	downregulation
ENSG00000117139	variable	variable	cluster_1	downregulation	downregulation
ENSG00000117143	downregulation	NA	NA	NA	downregulation
ENSG00000117151	upregulation	NA	NA	NA	upregulation
ENSG00000117153	high_expression	flat	cluster_3	bending	bending
ENSG00000117174	variable	variable	cluster_1	downregulation	downregulation
ENSG00000117222	variable	variable	cluster_1	downregulation	downregulation
ENSG00000117226	variable	variable	cluster_3	bending	bending
ENSG00000117228	variable	variable	cluster_3	bending	bending
ENSG00000117262	variable	variable	cluster_1	downregulation	downregulation
ENSG00000117280	upregulation	NA	NA	NA	upregulation
ENSG00000117298	peaking	H006	NA	NA	peaking
ENSG00000117305	variable	variable	cluster_2	upregulation	upregulation
ENSG00000117308	variable	variable	cluster_2	upregulation	upregulation
ENSG00000117335	variable	variable	cluster_3	bending	bending
ENSG00000117360	downregulation	NA	NA	NA	downregulation
ENSG00000117362	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000117395	variable	variable	cluster_1	downregulation	downregulation
ENSG00000117399	downregulation	NA	NA	NA	downregulation
ENSG00000117408	variable	variable	cluster_1	downregulation	downregulation
ENSG00000117410	upregulation	NA	NA	NA	upregulation
ENSG00000117411	downregulation	NA	NA	NA	downregulation
ENSG00000117419	variable	variable	cluster_1	downregulation	downregulation
ENSG00000117448	variable	variable	cluster_3	bending	bending
ENSG00000117450	downregulation	NA	NA	NA	downregulation
ENSG00000117461	downregulation	NA	NA	NA	downregulation
ENSG00000117479	variable	variable	cluster_1	downregulation	downregulation
ENSG00000117480	downregulation	NA	NA	NA	downregulation
ENSG00000117481	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000117500	variable	variable	cluster_3	bending	bending
ENSG00000117505	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000117519	downregulation	NA	NA	NA	downregulation
ENSG00000117528	downregulation	NA	NA	NA	downregulation
ENSG00000117533	variable	variable	cluster_2	upregulation	upregulation
ENSG00000117543	variable	variable	cluster_1	downregulation	downregulation
ENSG00000117569	variable	variable	cluster_1	downregulation	downregulation
ENSG00000117592	variable	variable	cluster_1	downregulation	downregulation
ENSG00000117594	peaking	H024	NA	NA	peaking
ENSG00000117597	variable	variable	cluster_1	downregulation	downregulation
ENSG00000117614	high_expression	flat	cluster_3	bending	bending
ENSG00000117616	variable	variable	cluster_2	upregulation	upregulation
ENSG00000117620	moderate_expression	flat	cluster_3	bending	bending
ENSG00000117632	downregulation	NA	NA	NA	downregulation
ENSG00000117640	variable	variable	cluster_2	upregulation	upregulation
ENSG00000117643	variable	variable	cluster_3	bending	bending
ENSG00000117650	downregulation	NA	NA	NA	downregulation
ENSG00000117676	variable	variable	cluster_2	upregulation	upregulation
ENSG00000117691	high_expression	flat	cluster_3	bending	bending
ENSG00000117713	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000117724	downregulation	NA	NA	NA	downregulation
ENSG00000117748	variable	variable	cluster_1	downregulation	downregulation
ENSG00000117751	variable	variable	cluster_1	downregulation	downregulation
ENSG00000117758	upregulation	NA	NA	NA	upregulation
ENSG00000117862	high_expression	flat	cluster_3	bending	bending
ENSG00000117868	variable	variable	cluster_1	downregulation	downregulation
ENSG00000117877	downregulation	NA	NA	NA	downregulation
ENSG00000117906	downregulation	NA	NA	NA	downregulation
ENSG00000117984	upregulation	NA	NA	NA	upregulation
ENSG00000118007	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000118113	peaking	H072	NA	NA	peaking
ENSG00000118181	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000118193	downregulation	NA	NA	NA	downregulation
ENSG00000118200	moderate_expression	flat	cluster_3	bending	bending
ENSG00000118217	upregulation	NA	NA	NA	upregulation
ENSG00000118242	variable	variable	cluster_1	downregulation	downregulation
ENSG00000118246	variable	variable	cluster_1	downregulation	downregulation
ENSG00000118257	bending	H036	NA	NA	bending
ENSG00000118292	variable	variable	cluster_3	bending	bending
ENSG00000118308	downregulation	NA	NA	NA	downregulation
ENSG00000118369	variable	variable	cluster_2	upregulation	upregulation
ENSG00000118454	moderate_expression	flat	cluster_3	bending	bending
ENSG00000118482	high_expression	flat	cluster_3	bending	bending
ENSG00000118507	variable	variable	cluster_1	downregulation	downregulation
ENSG00000118513	downregulation	NA	NA	NA	downregulation
ENSG00000118515	upregulation	NA	NA	NA	upregulation
ENSG00000118518	variable	variable	cluster_2	upregulation	upregulation
ENSG00000118564	variable	variable	cluster_2	upregulation	upregulation
ENSG00000118579	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000118596	variable	variable	cluster_3	bending	bending
ENSG00000118600	variable	variable	cluster_1	downregulation	downregulation
ENSG00000118620	variable	variable	cluster_1	downregulation	downregulation
ENSG00000118640	bending	H009	NA	NA	bending
ENSG00000118689	upregulation	NA	NA	NA	upregulation
ENSG00000118690	variable	variable	cluster_3	bending	bending
ENSG00000118705	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000118707	downregulation	NA	NA	NA	downregulation
ENSG00000118762	variable	variable	cluster_1	downregulation	downregulation
ENSG00000118785	upregulation	NA	NA	NA	upregulation
ENSG00000118855	upregulation	NA	NA	NA	upregulation
ENSG00000118894	variable	variable	cluster_1	downregulation	downregulation
ENSG00000118900	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000118922	downregulation	NA	NA	NA	downregulation
ENSG00000118939	downregulation	NA	NA	NA	downregulation
ENSG00000118960	variable	variable	cluster_2	upregulation	upregulation
ENSG00000119004	variable	variable	cluster_3	bending	bending
ENSG00000119048	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000119138	variable	variable	cluster_3	bending	bending
ENSG00000119139	downregulation	NA	NA	NA	downregulation
ENSG00000119203	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000119280	variable	variable	cluster_1	downregulation	downregulation
ENSG00000119285	variable	variable	cluster_1	downregulation	downregulation
ENSG00000119314	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000119318	variable	variable	cluster_1	downregulation	downregulation
ENSG00000119321	upregulation	NA	NA	NA	upregulation
ENSG00000119326	downregulation	NA	NA	NA	downregulation
ENSG00000119333	downregulation	NA	NA	NA	downregulation
ENSG00000119335	downregulation	NA	NA	NA	downregulation
ENSG00000119383	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000119397	downregulation	NA	NA	NA	downregulation
ENSG00000119401	moderate_expression	flat	cluster_3	bending	bending
ENSG00000119446	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000119471	variable	variable	cluster_2	upregulation	upregulation
ENSG00000119522	upregulation	NA	NA	NA	upregulation
ENSG00000119523	upregulation	NA	NA	NA	upregulation
ENSG00000119535	peaking	H009	NA	NA	peaking
ENSG00000119537	variable	variable	cluster_3	bending	bending
ENSG00000119541	high_expression	flat	cluster_3	bending	bending
ENSG00000119596	downregulation	NA	NA	NA	downregulation
ENSG00000119599	downregulation	NA	NA	NA	downregulation
ENSG00000119632	upregulation	NA	NA	NA	upregulation
ENSG00000119640	variable	variable	cluster_1	downregulation	downregulation
ENSG00000119650	variable	variable	cluster_3	bending	bending
ENSG00000119655	upregulation	NA	NA	NA	upregulation
ENSG00000119661	variable	variable	cluster_1	downregulation	downregulation
ENSG00000119669	upregulation	NA	NA	NA	upregulation
ENSG00000119673	moderate_expression	flat	cluster_3	bending	bending
ENSG00000119685	variable	variable	cluster_1	downregulation	downregulation
ENSG00000119686	upregulation	NA	NA	NA	upregulation
ENSG00000119688	high_expression	flat	cluster_3	bending	bending
ENSG00000119705	variable	variable	cluster_1	downregulation	downregulation
ENSG00000119707	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000119711	variable	variable	cluster_3	bending	bending
ENSG00000119720	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000119723	moderate_expression	flat	cluster_2	upregulation	upregulation
ENSG00000119729	upregulation	NA	NA	NA	upregulation
ENSG00000119737	variable	variable	cluster_1	downregulation	downregulation
ENSG00000119760	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000119772	downregulation	NA	NA	NA	downregulation
ENSG00000119777	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000119778	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000119787	downregulation	NA	NA	NA	downregulation
ENSG00000119801	variable	variable	cluster_3	bending	bending
ENSG00000119812	variable	variable	cluster_1	downregulation	downregulation
ENSG00000119820	high_expression	flat	cluster_3	bending	bending
ENSG00000119844	variable	variable	cluster_3	bending	bending
ENSG00000119866	downregulation	NA	NA	NA	downregulation
ENSG00000119899	variable	variable	cluster_3	bending	bending
ENSG00000119900	upregulation	NA	NA	NA	upregulation
ENSG00000119912	variable	variable	cluster_1	downregulation	downregulation
ENSG00000119917	variable	variable	cluster_2	upregulation	upregulation
ENSG00000119922	upregulation	NA	NA	NA	upregulation
ENSG00000119927	downregulation	NA	NA	NA	downregulation
ENSG00000119929	variable	variable	cluster_1	downregulation	downregulation
ENSG00000119950	variable	variable	cluster_3	bending	bending
ENSG00000119953	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000119965	variable	variable	cluster_1	downregulation	downregulation
ENSG00000119969	downregulation	NA	NA	NA	downregulation
ENSG00000119977	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000119979	high_expression	flat	cluster_3	bending	bending
ENSG00000119986	upregulation	NA	NA	NA	upregulation
ENSG00000120008	upregulation	NA	NA	NA	upregulation
ENSG00000120029	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000120053	peaking	H006	NA	NA	peaking
ENSG00000120063	variable	variable	cluster_3	bending	bending
ENSG00000120071	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000120129	bending	H006	NA	NA	bending
ENSG00000120158	peaking	H003	NA	NA	peaking
ENSG00000120159	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000120162	upregulation	NA	NA	NA	upregulation
ENSG00000120253	variable	variable	cluster_1	downregulation	downregulation
ENSG00000120254	variable	variable	cluster_1	downregulation	downregulation
ENSG00000120256	variable	variable	cluster_3	bending	bending
ENSG00000120265	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000120278	peaking	H003	NA	NA	peaking
ENSG00000120280	variable	variable	cluster_1	downregulation	downregulation
ENSG00000120306	upregulation	NA	NA	NA	upregulation
ENSG00000120318	peaking	H072	NA	NA	peaking
ENSG00000120333	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000120334	downregulation	NA	NA	NA	downregulation
ENSG00000120337	upregulation	NA	NA	NA	upregulation
ENSG00000120370	high_expression	flat	cluster_3	bending	bending
ENSG00000120437	bending	H120	NA	NA	bending
ENSG00000120438	downregulation	NA	NA	NA	downregulation
ENSG00000120451	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000120458	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000120519	variable	variable	cluster_3	bending	bending
ENSG00000120526	downregulation	NA	NA	NA	downregulation
ENSG00000120533	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000120549	variable	variable	cluster_3	bending	bending
ENSG00000120594	upregulation	NA	NA	NA	upregulation
ENSG00000120616	peaking	H003	NA	NA	peaking
ENSG00000120647	variable	variable	cluster_1	downregulation	downregulation
ENSG00000120656	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000120685	downregulation	NA	NA	NA	downregulation
ENSG00000120688	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000120694	peaking	H009	NA	NA	peaking
ENSG00000120699	downregulation	NA	NA	NA	downregulation
ENSG00000120705	peaking	H003	NA	NA	peaking
ENSG00000120725	upregulation	NA	NA	NA	upregulation
ENSG00000120727	variable	variable	cluster_1	downregulation	downregulation
ENSG00000120784	variable	variable	cluster_3	bending	bending
ENSG00000120800	peaking	H006	NA	NA	peaking
ENSG00000120802	variable	variable	cluster_1	downregulation	downregulation
ENSG00000120837	downregulation	NA	NA	NA	downregulation
ENSG00000120860	bending	H006	NA	NA	bending
ENSG00000120868	upregulation	NA	NA	NA	upregulation
ENSG00000120875	peaking	H003	NA	NA	peaking
ENSG00000120885	peaking	H072	NA	NA	peaking
ENSG00000120896	variable	variable	cluster_3	bending	bending
ENSG00000120899	variable	variable	cluster_1	downregulation	downregulation
